split,index,text,true_label,pred_label,true_name,pred_name,prob_true,prob_pred,margin
test,912,Bryant Makes First Appearance at Trial (AP) AP - NBA star Kobe Bryant arrived at his sexual assault trial Monday as attorneys in the case who spent the weekend poring over questionnaires prepared to question potential jurors individually.,3,1,Sci/Tech,Sports,0.0001073479652404,0.99951171875,0.9990344047546387
test,2126,Bush Scraps Most U.S. Sanctions on Libya (Reuters) Reuters - President Bush on Monday formally\ended the U.S. trade embargo on Libya to reward it for giving\up weapons of mass destruction but left in place U.S.\terrorism-related sanctions.,3,0,Sci/Tech,World,0.0002849102020263,0.9990234375,0.9981703758239747
test,5127,"Another homicide in Holland  It is a sad day.      In what seems to be another politically inspired homicide in Holland, Dutch filmmaker, and controversial columnist Theo van Gogh was brutally murdered in the streets of Amsterdam this morning.",3,0,Sci/Tech,World,0.0006270408630371,0.99853515625,0.9978179931640625
test,5128,"Argentina Basketball Coach Magnano Quits Ruben Magnano, who coached Argentina to the Olympic basketball gold medal in Athens, resigned Thursday to accept a coaching job in Italy.",0,1,World,Sports,0.0020103454589843,0.99755859375,0.9955482482910157
test,2610,"Dell, AOL team up in schools initiative ROUND ROCK, Texas -- Dell Inc. and America Online Inc. announced a partnership Monday to provide 5,000 low-income students with free refurbished personal computers and a year #39;s worth of Internet access.",2,3,Business,Sci/Tech,0.498046875,0.5009765625,0.0029296875
test,2094,"The battle for DR Congo's wildlife As donors pledge \$40m to save DR Congo's wildlife, life in Virunga Park remains a battle ground.",3,0,Sci/Tech,World,0.49365234375,0.49658203125,0.0029296875
test,1292,"Working Long Hours? Take a Massage Break, Courtesy of Your Boss Companies across the country are offering yoga and meditation classes to help employees relax, reduce stress and recharge.",3,2,Sci/Tech,Business,0.49462890625,0.50048828125,0.005859375
test,6043,"US May Have New Case of Mad Cow Disease  WASHINGTON (Reuters) - A final test is likely to confirm a  second U.S. case of mad cow disease, experts said on Thursday,  though they see a small possibility the animal, which tested  ""inconclusive"" in two preliminary tests, could be given a clean  bill of health.",2,3,Business,Sci/Tech,0.487548828125,0.496337890625,0.0087890625
test,7418,"MicroStrategy Turnover Draws Analyst Scrutiny MicroStrategy Inc. said yesterday that president and chief financial officer Eric F. Brown had resigned and that founder Michael J. Saylor would again hold the company's top three jobs, prompting some analysts to raise concerns about the company's stock.",3,2,Sci/Tech,Business,0.491943359375,0.5068359375,0.014892578125
test,5843,"Crude oil prices continue decline Crude oil fell to the lowest price in almost two months after Iran, OPEC #39;s second-biggest oil producer, said it would stop enriching uranium to ward off US calls for sanctions.",2,0,Business,World,0.48974609375,0.50634765625,0.0166015625
test,1770,"Study: 400K Fewer Tech Jobs Since 2001 The US information tech sector lost 403,300 jobs between March 2001 and this past April, and the market for tech workers remains bleak, according to a new report.",2,3,Business,Sci/Tech,0.489990234375,0.50830078125,0.018310546875
test,6427,"Douglas, Fraser, and blue await you Jim McLeod has a great day job, but a seasonal sideline is his  #39; #39;tree #39; #39; calling. Throughout the year, he #39;s president and owner of a software company called InfoCode Corp.",2,3,Business,Sci/Tech,0.484619140625,0.505859375,0.021240234375
test,2579,SC to hear Zee petition tommorrow Five judges of the top court will hear a petition filed by Zee Telefilms on Tuesday. A three-judge panel of the Supreme Court said a five-judge bench would hear the dispute that threatens the rights of India #39;s ,1,2,Sports,Business,0.0128097534179687,0.50390625,0.02783203125
test,680,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,3,2,Sci/Tech,Business,0.483154296875,0.51123046875,0.028076171875
